<CHAPTER	RgFwOr	<CHAPTER
-	HYPHEN	-
όπως	AdBa	όπως
στην	AsPpPaFeSgAc	στου
περίπτωσή	NoCmFeSgAc	περίπτωση
μου	PnPoMa01SgGe	μου
:	COLON	:
εκπροσωπώ	VbMnIdPr01SgIpAv	εκπροσωπώ
ένα	AtIdNeSgAc	ένας
κομμάτι	NoCmNeSgAc	κομμάτι
της	AtDfFeSgGe	ο
κοινωνίας	NoCmFeSgGe	κοινωνία
της	AtDfFeSgGe	ο
Γαλικίας	NoCmFeSgGe	Γαλικίας
-	HYPHEN	-
με	AsPpSp	με
το	AtDfNeSgAc	ο
να	PtSj	να
λέγεται	VbMnIdPr03SgIpPv	λέγω
ότι	CjSb	ότι
είμαστε	VbMnIdPr01PlIpPv	είμαι
πιο	AdBa	πιο
επικίνδυνοι	AjBaFePlNm	επικίνδυνος
από	AsPpSp	από
τον	AtDfMaSgAc	ο
ναζισμό	NoCmMaSgAc	ναζισμός
και	CjCo	και
καθυβρίζονται	VbMnIdPr03PlIpPv	καθυβρίζονται
σχηματισμοί	NoCmMaPlNm	σχηματισμός
πέρα	AdBa	πέρα
για	AsPpSp	για
πέρα	AdBa	πέρα
δημοκρατικοί	AjBaMaPlNm	δημοκρατικός
,	COMMA	,
με	AsPpSp	με
δεκαετίες	NoCmFePlAc	δεκαετία
ιστορίας	NoCmFeSgGe	ιστορία
,	COMMA	,
σε	AsPpSp	σε
ένα	AtIdNeSgAc	ένας
απαράδεκτο	AjBaNeSgAc	απαράδεκτος
παραλήρημα	NoCmNeSgAc	παραλήρημα
που	PnReNe03SgNm	που
παίρνω	VbMnIdPr01SgIpAv	παίρνω
το	AtDfNeSgAc	ο
θάρρος	NoCmNeSgAc	θάρρος
να	PtSj	να
καταδικάσω	VbMnId01SgPeAv	καταδικάζω
αυτή	PnDmFe03SgAc	αυτός
τη	AtDfFeSgAc	ο
στιγμή	NoCmFeSgAc	στιγμή
.	SENT	.

Παρακαλώ	VbMnIdPr01SgIpAv	παρακαλώ
,	COMMA	,
σε	AsPpSp	σε
κάθε	PnIdFe03SgAc	κάθε
περίπτωση	NoCmFeSgAc	περίπτωση
,	COMMA	,
να	PtSj	να
ακουστούν	VbMnId03PlPePv	ακούω
τα	AtDfNePlNm	ο
λόγια	NoCmNePlNm	λόγος
μας	PnPoMa01PlGe	μου
,	COMMA	,
διότι	CjSb	διότι
δεν	PtNg	δεν
μπορεί	VbMnIdPr03SgIpAv	μπορώ
να	PtSj	να
εμπλέκεται	VbMnIdPr03SgIpPv	εμπλέκω
κατ	AsPpSp	κατά
'	QUOT	'
αυτόν	PnDmMa03SgAc	αυτός
τον	AtDfMaSgAc	ο
τρόπο	NoCmMaSgAc	τρόπος
το	AtDfNeSgAc	ο
Ευρωπαϊκό	AjBaNeSgAc	ευρωπαϊκός
Κοινοβούλιο	NoCmNeSgAc	κοινοβούλιο
σε	AsPpSp	σε
ένα	AtIdNeSgAc	ένας
παραλήρημα	NoCmNeSgAc	παραλήρημα
που	PnReNe03SgNm	που
χαρακτηρίζω	VbMnIdPr01SgIpAv	χαρακτηρίζω
σαφώς	AdBa	σαφώς
απαράδεκτο	AjBaNeSgAc	απαράδεκτος
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=3	DIG	ID=3
NAME="Πρόεδρος">	RgFwOr	<unknown>
.	SENT	.

Ευχαριστώ	VbMnId01SgPePv	ευχαριστώ
,	COMMA	,
κύριε	NoCmMaSgVo	κύριος
Nogueira	RgFwOr	Nogueira
,	COMMA	,
για	AsPpSp	για
την	AtDfFeSgAc	ο
διευκρίνισή	NoCmFeSgAc	διευκρίνιση
σας	PnPoMa02PlGe	μου
.	SENT	.

Υπενθυμίζω	VbMnIdPr01SgIpAv	υπενθυμίζω
ότι	CjSb	ότι
οι	AtDfFePlNm	ο
ερωτήσεις	NoCmFePlNm	ερώτηση
σε	AsPpSp	σε
σχέση	NoCmFeSgAc	σχέση
με	AsPpSp	με
τα	AtDfNePlAc	ο
συνοπτικά	AdBa	συνοπτικά
πρακτικά	AjBaNePlAc	πρακτικός
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
αναφέρονται	VbMnIdPr03PlIpPv	αναφέρω
στα	AsPpPaNePlAc	στου
συνοπτικά	AjBaNePlAc	συνοπτικός
πρακτικά	AjBaNePlAc	πρακτικός
.	SENT	.

Εν	AsPpSp	εν
πάση	AjBaFeSgDa	πας
περιπτώσει	NoCmFeSgDa	περιπτώσει
,	COMMA	,
για	AsPpSp	για
τους	AtDfMaPlAc	ο
συναδέλφους	NoCmMaPlAc	συνάδελφος
που	PnReMa03PlNm	που
δεν	PtNg	δεν
γνωρίζουν	VbMnIdPr03PlIpAv	γνωρίζω
τη	AtDfFeSgAc	ο
θέση	NoCmFeSgAc	θέση
της	AtDfFeSgGe	ο
Προέδρου	NoCmMaSgGe	πρόεδρος
,	COMMA	,
θα	PtFu	θα
διαβάσω	VbMnId01SgPeAv	διαβάζω
την	AtDfFeSgAc	ο
επίσημη	AjBaFeSgAc	επίσημος
ανακοίνωση	NoCmFeSgAc	ανακοίνωση
και	CjCo	και
έτσι	AdBa	έτσι
θα	PtFu	θα
καταχωρηθεί	VbMnId03SgPePv	καταχωρώ
επίσης	AdBa	επίσης
στα	AsPpPaNePlAc	στου
σημερινά	AjBaNePlAc	σημερινός
συνοπτικά	AdBa	συνοπτικά
πρακτικά	AjBaNePlAc	πρακτικός
:	COLON	:
<P>	RgFwOr	<unknown>
"	QUOT	"
Την	AtDfFeSgAc	ο
17η_Φεβρουαρίου	DATE	17η_Φεβρουαρίου
,	COMMA	,
η	AtDfFeSgNm	ο
κ.	INIT	κ.
Nicole	RgFwOr	Nicole
Fontaine	RgFwOr	Fontaine
,	COMMA	,
Πρόεδρος	NoCmMaSgNm	πρόεδρος
του	AtDfNeSgGe	ο
Ευρωπαϊκού	AjBaNeSgGe	ευρωπαϊκός
Κοινοβουλίου	NoCmNeSgGe	κοινοβούλιο
δέχτηκε	VbMnIdPa03SgPePv	δέχομαι
κατόπιν	AsPpSp	κατόπιν
αιτήματός	NoCmNeSgGe	αίτημα
τους	PnPoMa03PlGe	μου
,	COMMA	,
τους	AtDfMaPlAc	ο
εκπροσώπους	NoCmMaPlAc	εκπρόσωπος
του	AtDfNeSgGe	ο
Φόρουμ	NoCmNeSgNm	φόρουμ
Ermua	RgFwOr	Ermua
.	SENT	.

Οι	AtDfMaPlNm	ο
ισπανοί	NoPrMaPlNm	ισπανοί
αντιπρόεδροι	NoCmMaPlNm	αντιπρόεδρος
του	AtDfNeSgGe	ο
Ευρωπαϊκού	AjBaNeSgGe	ευρωπαϊκός
Κοινοβουλίου	NoCmNeSgGe	κοινοβούλιο
εκπροσωπήθηκαν	VbMnIdPa03PlPePv	εκπροσωπώ
στη	AsPpPaFeSgAc	στου
συνάντηση	NoCmFeSgAc	συνάντηση
αυτή	PnDmFe03SgAc	αυτός
.	SENT	.

Στο	AsPpPaNeSgAc	στου
τέλος	NoCmNeSgAc	τέλος
αυτής	PnDmFe03SgGe	αυτός
της	AtDfFeSgGe	ο
συνάντησης	NoCmFeSgGe	συνάντηση
,	COMMA	,
οι	AtDfMaPlNm	ο
εκπρόσωποι	NoCmMaPlNm	εκπρόσωπος
αυτού	PnDmMa03SgGe	αυτός
του	AtDfNeSgGe	ο
Φόρουμ	NoCmNeSgGe	φόρουμ
επέδωσαν	VbMnIdPa03PlPeAv	επιδίδω
στην	AsPpPaFeSgAc	στου
Πρόεδρο	NoCmMaSgAc	πρόεδρος
ένα	AtIdNeSgNm	ένας
κείμενο	NoCmNeSgNm	κείμενο
με	AsPpSp	με
τίτλο	NoCmMaSgAc	τίτλος
"	QUOT	"
Δήλωση	NoCmFeSgNm	δήλωση
του	AtDfNeSgGe	ο
Στρασβούργου	NoPrNeSgGe	Στρασβούργου
"	QUOT	"
για	AsPpSp	για
το	AtDfNeSgNm	ο
οποίο	PnReNe03SgNm	οποίος
διευκρινίζει	VbMnIdPr03SgIpAv	διευκρινίζω
ότι	CjSb	ότι
δεν	PtNg	δεν
μπορεί	VbMnIdPr03SgIpAv	μπορώ
με	AsPpSp	με
κανέναν	PnIdMa03SgAc	κανένας
τρόπο	NoCmMaSgAc	τρόπος
να	PtSj	να
προσυπογράψει	VbMnId03SgPeAv	προσυπογράφω
τους	AtDfMaPlAc	ο
όρους	NoCmMaPlAc	όρος
που	PnReMa03PlAc	που
χρησιμοποιεί	VbMnIdPr03SgIpAv	χρησιμοποιώ
.	SENT	.

<P>	RgFwOr	<unknown>
Στρασβούργο	NoCmNeSgAc	Στρασβούργο
,	COMMA	,
17_Φεβρουαρίου".	DATE	<unknown>
.	SENT	.
<P>	RgFwOr	<unknown>
Κατά	AsPpSp	κατά
συνέπεια	NoCmFeSgAc	συνέπεια
,	COMMA	,
θεωρώ	VbMnIdPr01SgIpAv	θεωρώ
ότι	CjSb	ότι
διευκρινίστηκε	VbMnIdPa03SgPePv	διευκρινίζω
πλήρως	AdBa	πλήρως
το	AtDfNeSgNm	ο
θέμα	NoCmNeSgNm	θέμα
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=4	DIG	ID=4
NAME="Esclopι">	RgFwOr	<unknown>
Κύριε	VbMnIdPa03SgPeAv	Κύριε
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
σχετικά	AdBa	σχετικά
με	AsPpSp	με
την	AtDfFeSgAc	ο
ψηφοφορία	NoCmFeSgAc	ψηφοφορία
της	AtDfFeSgGe	ο
τροπολογίας	NoCmFeSgGe	τροπολογία
5	DIG	5
της	AtDfFeSgGe	ο
έκθεσης	NoCmFeSgGe	έκθεση
Swoboda	RgFwOr	Swoboda
ζητώ	VbMnIdPr01SgIpAv	ζητάω
μια	AtIdFeSgAc	ένας
διόρθωση	NoCmFeSgAc	διόρθωση
στα	AsPpPaNePlAc	στου
συνοπτικά	AjBaNePlAc	συνοπτικός
πρακτικά	AjBaNePlAc	πρακτικός
.	SENT	.

Παρακαλώ	VbMnIdPr01SgIpAv	παρακαλώ
να	PtSj	να
σημειώσετε	VbMnId02PlPeAv	σημειώνω
ότι	CjSb	ότι
οι	AtDfFePlNm	ο
κ.κ.	ABBR	<unknown>
Michel	RgFwOr	Michel
Raymond	RgFwOr	Raymond
,	COMMA	,
Jean	RgFwOr	Jean
Saint-Josse	RgFwOr	Saint-Josse
και	CjCo	και
εγώ	PnPeMa01SgNmSt	εγώ
,	COMMA	,
καταψηφίσαμε	VbMnIdPa01PlPeAv	καταψηφίζω
αυτή	PnDmFe03SgAc	αυτός
την	AtDfFeSgAc	ο
τροπολογία	NoCmFeSgAc	τροπολογία
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=5	DIG	ID=5
NAME="Πρόεδρος">	RgFwOr	<unknown>
.	SENT	.

Σημειώνεται	VbMnIdPr03SgIpPv	σημειώνω
και	CjCo	και
θα	PtFu	θα
καταγραφεί	VbMnId03SgPePv	καταγράφω
στα	AsPpPaNePlAc	στου
συνοπτικά	AjBaNePlAc	συνοπτικός
πρακτικά	AjBaNePlAc	πρακτικός
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=6	DIG	ID=6
LANGUAGE="DE	RgFwOr	<unknown>
"	QUOT	"
NAME="Bφsch">	RgFwOr	<unknown>
Κύριε	VbMnIdPa03SgPeAv	Κύριε
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
δεν	PtNg	δεν
θα	PtFu	θα
αναφερθώ	VbMnId01SgPePv	αναφέρω
άμεσα	AdBa	άμεσα
στα	AsPpPaNePlAc	στου
συνοπτικά	AjBaNePlAc	συνοπτικός
πρακτικά	AjBaNePlAc	πρακτικός
,	COMMA	,
αλλά	CjCo	αλλά
σε	AsPpSp	σε
μία	AtIdFeSgAc	ένας
ανακοίνωση	NoCmFeSgAc	ανακοίνωση
που	PnReFe03SgNm	που
έγινε	VbMnIdPa03SgPePv	γίνομαι
σήμερα	AdBa	σήμερα
,	COMMA	,
δηλαδή	AdBa	δηλαδή
το	AtDfNeSgNm	ο
γεγονός	NoCmNeSgNm	γεγονός
ότι	CjSb	ότι
ακυρώθηκε	VbMnIdPa03SgPePv	ακυρώνω
τώρα	AdBa	τώρα
η	AtDfFeSgNm	ο
ανοικτή	AjBaFeSgNm	ανοιχτός
σε	AsPpSp	σε
όλους	AjBaMaPlAc	όλος
τους	AtDfMaPlAc	ο
βουλευτές	NoCmMaPlAc	βουλευτής
Διάσκεψη	NoCmFeSgNm	διάσκεψη
των	AtDfMaPlGe	ο
Προέδρων	NoCmMaPlGe	πρόεδρος
,	COMMA	,
η	AtDfFeSgNm	ο
οποία	PnReFe03SgNm	οποίος
προβλεπόταν	VbMnIdPa03SgIpPv	προβλέπω
για	AsPpSp	για
τις	AtDfFePlAc	ο
23_Φεβρουαρίου	DATE	23_Φεβρουαρίου
.	SENT	.

Θα	PtFu	θα
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
διερωτηθούμε	VbMnId01PlPePv	διερωτώμαι
σοβαρά	AdBa	σοβαρά
για	AsPpSp	για
τη	AtDfFeSgAc	ο
χρησιμότητα	NoCmFeSgAc	χρησιμότητα
των	AtDfFePlGe	ο
συνεδριάσεων	NoCmFePlGe	συνεδρίαση
αυτών	PnDmFe03PlGe	αυτός
υπό	AsPpSp	υπό
αυτή	PnDmFe03SgAc	αυτός
τη	AtDfFeSgAc	ο
μορφή	NoCmFeSgAc	μορφή
.	SENT	.

Έχω	VbMnIdPr01SgIpAv	έχω
την	AtDfFeSgAc	ο
αίσθηση	NoCmFeSgAc	αίσθηση
ότι	CjSb	ότι
η	AtDfFeSgNm	ο
συνεδρίαση	NoCmFeSgNm	συνεδρίαση
αυτή	PnDmFe03SgNm	αυτός
αποτελεί	VbMnIdPr03SgIpAv	αποτελώ
μία	AtIdFeSgAc	ένας
ακόμα	AdBa	ακόμα
υποχρεωτική	AjBaFeSgAc	υποχρεωτικός
άσκηση	NoCmFeSgAc	άσκηση
,	COMMA	,
την	AtDfFeSgAc	ο
οποία	PnReFe03SgAc	οποίος
ολοκληρώνουμε	VbMnId01PlPeAv	ολοκληρώνω
πάλι	AdBa	πάλι
εμείς	PnPeMa01PlNmSt	εγώ
εδώ	AdBa	εδώ
.	SENT	.

Αυτό	PnDmNe03SgNm	αυτός
που	PnReNe03SgAc	που
μαθαίνουμε	VbMnIdPr01PlIpAv	μαθαίνω
από	AsPpSp	από
αυτές	PnDmFe03PlAc	αυτός
μπορούμε	VbMnIdPr01PlIpAv	μπορώ
κάλλιστα	AdSu	κάλλιστα
να	PtSj	να
το	PnPeNe03SgAcWe	εγώ
διαβάσουμε	VbMnId01PlPeAv	διαβάζω
και	CjCo	και
στις	AsPpPaFePlAc	στου
εφημερίδες	NoCmFePlAc	εφημερίδα
.	SENT	.

Αυτό	PnDmNe03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
πιο	AdBa	πιο
αποδοτικό	AjBaNeSgNm	αποδοτικός
,	COMMA	,
και	CjCo	και
δεν	PtNg	δεν
μου	PnPeMa01SgGeWe	εγώ
αρέσει	VbMnId03SgPeAv	αρέσω
να	PtSj	να
συντομεύονται	VbMnIdPr03PlIpPv	συντομεύω
επανειλημμένα	AdBa	επανειλημμένα
λόγω	AsPpSp	λόγω
της	AtDfFeSgGe	ο
παρεμβολής	NoCmFeSgGe	παρεμβολή
παρόμοιων	AjBaFePlGe	παρόμοιος
παραστάσεων	NoCmFePlGe	παράσταση
που	PnReFe03PlNm	που
διοργανώνουμε	VbMnId01PlPeAv	διοργανώνω
εμείς	PnPeMa01PlNmSt	εγώ
εδώ	AdBa	εδώ
οι	AtDfFePlNm	ο
ημερήσιες	AjBaFePlNm	ημερήσιος
διατάξεις	NoCmFePlNm	διάταξη
,	COMMA	,
οι	AtDfFePlNm	ο
οποίες	PnReFe03PlNm	οποίος
,	COMMA	,
ούτως	AdBa	ούτως
ή	CjCo	ή
άλλως	AdBa	άλλως
,	COMMA	,
είναι	VbMnIdPr03PlIpPv	είμαι
ήδη	AdBa	ήδη
υπερπλήρεις	AjBaFePlNm	υπερπλήρης
στις	AsPpPaFePlAc	στου
διάφορες	AjBaFePlNm	διάφορος
επιτροπές	NoCmFePlNm	επιτροπή
.	SENT	.

Ζητώ	VbMnIdPr01SgIpAv	ζητάω
λοιπόν	AdBa	λοιπόν
να	PtSj	να
εξεταστεί	VbMnId03SgPePv	εξετάζω
μήπως	AdBa	μήπως
θα	PtFu	θα
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
καταργηθούν	VbMnId03PlPePv	καταργώ
πλήρως	AdBa	πλήρως
,	COMMA	,
και	CjCo	και
μάλιστα	AdBa	μάλιστα
οριστικά	AdBa	οριστικά
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=7	DIG	ID=7
NAME="Πρόεδρος">	RgFwOr	<unknown>
.	SENT	.

Κύριε	NoPrFePlAc	<unknown>
Bφsch	RgFwOr	Bφsch
,	COMMA	,
σημειώνω	VbMnIdPr01SgIpAv	σημειώνω
την	AtDfFeSgAc	ο
παρατήρησή	NoCmFeSgAc	παρατήρηση
σας	PnPoMa02PlGe	μου
,	COMMA	,
προφανώς	AdBa	προφανώς
,	COMMA	,
όμως	CjCo	όμως
,	COMMA	,
η	AtDfFeSgNm	ο
διεξαγωγή	NoCmFeSgNm	διεξαγωγή
αυτού	PnDmNe03SgGe	αυτός
του	AtDfNeSgGe	ο
είδους	NoCmNeSgGe	είδος
Διασκέψεων	NoCmFePlGe	διάσκεψη
των	AtDfMaPlGe	ο
Προέδρων	NoCmMaPlGe	πρόεδρος
ανοικτών	AjBaFePlGe	ανοιχτός
σε	AsPpSp	σε
όλους	AjBaMaPlAc	όλος
τους	AtDfMaPlAc	ο
βουλευτές	NoCmMaPlAc	βουλευτής
γίνεται	VbMnIdPr03SgIpPv	γίνομαι
κατόπιν	AsPpSp	κατόπιν
αίτησης	NoCmFeSgGe	αίτηση
των	AtDfMaPlGe	ο
βουλευτών	NoCmMaPlGe	βουλευτής
,	COMMA	,
προκειμένου	AdBa	προκειμένου
να	PtSj	να
μπορούν	VbMnIdPr03PlIpAv	μπορώ
να	PtSj	να
συμμετάσχουν	VbMnId03PlPeAv	συμμετέχω
σε	AsPpSp	σε
μερικές	PnIdFe03PlAc	μερικοί
από	AsPpSp	από
αυτές	PnDmFe03PlAc	αυτός
.	SENT	.

Σίγουρα	AdBa	σίγουρα
θα	PtFu	θα
έπρεπε	VbIsIdPa03SgIpAv	πρέπει
να	PtSj	να
είμαστε	VbMnIdPr01PlIpPv	είμαι
πιο	AdBa	πιο
επιλεκτικοί	AjBaMaPlNm	επιλεκτικός
.	SENT	.

Εν	AsPpSp	εν
πάση	AjBaFeSgDa	πας
περιπτώσει	NoCmFeSgDa	περιπτώσει
,	COMMA	,
το	AtDfNeSgNm	ο
Προεδρείο	NoCmNeSgNm	προεδρείο
θα	PtFu	θα
μελετήσει	VbMnId03SgPeAv	μελετώ
την	AtDfFeSgAc	ο
πρότασή	NoCmFeSgAc	πρόταση
σας	PnPoMa02PlGe	μου
.	SENT	.

<P>	RgFwOr	<unknown>
(	PARLEFT	(
Εγκρίνονται	VbMnIdPr03PlIpPv	εγκρίνω
τα	AtDfNePlNm	ο
συνοπτικά	AdBa	συνοπτικά
πρακτικά	AjBaNePlNm	πρακτικός
)	PARRIGHT	)
<CHAPTER	RgFwOr	<CHAPTER
ID=2>	RgFwOr	<unknown>
ΨΗΦΟΦΟΡIΕΣ	NoCmFePlAc	ΨΗΦΟΦΟΡIΕΣ
<SPEAKER	RgFwOr	<SPEAKER
ID=8	DIG	ID=8
LANGUAGE="IT	RgFwOr	<unknown>
