<CHAPTER	NN	<CHAPTER
ID=2>	NNP	<unknown>
Coherence	NNP	Coherence
of	IN	of
EU	NNP	EU
policies	NNS	policy
with	IN	with
development	NN	development
<SPEAKER	NNP	<SPEAKER
ID=8	NNP	<unknown>
NAME="President">	NNP	<unknown>
The	DT	the
next	JJ	next
item	NN	item
is	VBZ	be
the	DT	the
statement	NN	statement
by	IN	by
the	DT	the
Council	NNP	Council
and	CC	and
the	DT	the
Commission	NNP	Commission
on	IN	on
the	DT	the
coherence	NN	coherence
of	IN	of
EU	NNP	EU
policies	NNS	policy
with	IN	with
development	NN	development
.	.	.

<SPEAKER	NN	<unknown>
ID=9	NNP	<unknown>
LANGUAGE="PT	NNP	<unknown>
"	NNP	"
NAME="Amado">	NNP	<unknown>
Mr	NNP	Mr
President	NNP	President
,	,	,
it	PRP	it
is	VBZ	be
a	DT	a
great	JJ	great
pleasure	NN	pleasure
for	IN	for
me	PRP	me
to	TO	to
address	VB	address
you	PRP	you
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
Council	NNP	Council
presidency	NN	presidency
,	,	,
particularly	RB	particularly
in	IN	in
view	NN	view
of	IN	of
the	DT	the
very	RB	very
important	JJ	important
role	NN	role
that	IN	that
the	DT	the
European	NNP	European
Parliament	NNP	Parliament
is	VBZ	be
bound	VBN	bind
to	TO	to
play	VB	play
in	IN	in
the	DT	the
near	JJ	near
future	NN	future
,	,	,
given	VBN	give
the	DT	the
need	NN	need
to	TO	to
strengthen	VB	strengthen
development	NN	development
policies	NNS	policy
at	IN	at
European	NNP	European
Union	NNP	Union
level	NN	level
.	.	.

The	DT	the
subject	NN	subject
of	IN	of
the	DT	the
statement	NN	statement
that	IN	that
I	PRP	i
have	VBP	have
the	DT	the
honour	NN	honour
of	IN	of
presenting	VBG	present
to	TO	to
you	PRP	you
today	NN	today
,	,	,
is	VBZ	be
the	DT	the
coherence	NN	coherence
of	IN	of
different	JJ	different
Union	NNP	Union
policies	NNS	policy
with	IN	with
development	NN	development
policy	NN	policy
.	.	.

<P>	RB	<unknown>
I	PRP	i
shall	MD	shall
,	,	,
of	IN	of
course	NN	course
,	,	,
give	VB	give
the	DT	the
Commission	NNP	Commission
an	DT	an
opportunity	NN	opportunity
to	TO	to
add	VB	add
to	TO	to
some	DT	some
of	IN	of
the	DT	the
observations	NNS	observation
that	IN	that
I	PRP	i
shall	MD	shall
be	VB	be
making	VBG	make
.	.	.

I	PRP	i
would	MD	would
like	VB	like
to	TO	to
start	VB	start
by	IN	by
emphasising	VBG	emphasise
the	DT	the
need	NN	need
we	PRP	we
all	DT	all
feel	VBP	feel
,	,	,
at	IN	at
EU	NNP	EU
level	NN	level
,	,	,
to	TO	to
reconcile	VB	reconcile
the	DT	the
extraordinary	JJ	extraordinary
development	NN	development
and	CC	and
progress	NN	progress
that	IN	that
we	PRP	we
have	VBP	have
seen	VBN	see
in	IN	in
many	JJ	many
areas	NNS	area
of	IN	of
life	NN	life
-	:	-
not	RB	not
least	JJS	least
because	IN	because
of	IN	of
the	DT	the
marked	JJ	marked
technological	JJ	technological
impetus	NN	impetus
over	IN	over
recent	JJ	recent
years	NNS	year
,	,	,
which	WDT	which
has	VBZ	have
benefited	VBN	benefit
people	NNS	people
in	IN	in
all	DT	all
walks	NNS	walk
of	IN	of
life	NN	life
,	,	,
throughout	IN	throughout
the	DT	the
world	NN	world
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
well-being	NN	well-being
and	CC	and
improvements	NNS	improvement
in	IN	in
living	VBG	live
conditions	NNS	condition
-	:	-
with	IN	with
the	DT	the
fact	NN	fact
that	IN	that
,	,	,
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
there	EX	there
has	VBZ	have
been	VBN	be
a	DT	a
substantial	JJ	substantial
increase	NN	increase
in	IN	in
the	DT	the
pronounced	JJ	pronounced
imbalances	NNS	imbalance
between	IN	between
some	DT	some
regions	NNS	region
and	CC	and
geopolitical	JJ	geopolitical
areas	NNS	area
of	IN	of
the	DT	the
world	NN	world
.	.	.

This	DT	this
endangers	VBZ	endanger
the	DT	the
stability	NN	stability
of	IN	of
the	DT	the
international	JJ	international
system	NN	system
and	CC	and
jeopardises	VBZ	jeopardise
peace	NN	peace
.	.	.

We	PRP	we
are	VBP	be
all	RB	all
therefore	RB	therefore
duty-bound	JJ	duty-bound
to	TO	to
seek	VB	seek
to	TO	to
match	VB	match
our	PRP$	our
policies	NNS	policy
better	JJR	bet
to	TO	to
this	DT	this
objective	NN	objective
of	IN	of
achieving	VBG	achieve
greater	JJR	great
stability	NN	stability
and	CC	and
greater	JJR	great
balance	NN	balance
in	IN	in
the	DT	the
various	JJ	various
parts	NNS	part
of	IN	of
our	PRP$	our
planet	NN	planet
.	.	.

<P>	VBZ	<unknown>
The	DT	the
consequence	NN	consequence
of	IN	of
all	PDT	all
this	DT	this
is	VBZ	be
a	DT	a
reassessment	NN	reassessment
of	IN	of
development	NN	development
policies	NNS	policy
in	IN	in
response	NN	response
to	TO	to
the	DT	the
globalisation	NN	globalisation
of	IN	of
economic	JJ	economic
and	CC	and
financial	JJ	financial
markets	NNS	market
.	.	.

A	DT	a
serious	JJ	serious
imbalance	NN	imbalance
in	IN	in
the	DT	the
functioning	NN	functioning
of	IN	of
these	DT	these
markets	NNS	market
has	VBZ	have
emerged	VBN	emerge
,	,	,
which	WDT	which
has	VBZ	have
of	IN	of
course	NN	course
made	VBD	make
it	PRP	it
necessary	JJ	necessary
to	TO	to
make	VB	make
important	JJ	important
adjustments	NNS	adjustment
,	,	,
which	WDT	which
in	IN	in
turn	NN	turn
inevitably	RB	inevitably
mean	VBP	mean
new	JJ	new
options	NNS	option
as	IN	as
regards	NNS	regard
development	NN	development
policies	NNS	policy
.	.	.

We	PRP	we
will	MD	will
therefore	RB	therefore
find	VB	find
ourselves	PRP	<unknown>
on	IN	on
the	DT	the
threshold	NN	threshold
of	IN	of
a	DT	a
new	JJ	new
model	NN	model
for	IN	for
development	NN	development
policies	NNS	policy
which	WDT	which
-	:	-
and	CC	and
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
stress	VB	stress
this	DT	this
-	:	-
will	MD	will
require	VB	require
action	NN	action
on	IN	on
our	PRP$	our
part	NN	part
in	IN	in
four	CD	four
essential	JJ	essential
areas	NNS	area
:	:	:
<P>	NNP	<unknown>
Firstly	RB	firstly
,	,	,
there	EX	there
will	MD	will
be	VB	be
a	DT	a
need	NN	need
for	IN	for
more	RBR	more
concerted	JJ	concerted
action	NN	action
between	IN	between
all	DT	all
international	JJ	international
players	NNS	player
,	,	,
by	IN	by
which	WDT	which
I	PRP	i
mean	VBP	mean
donors	NNS	donor
,	,	,
requiring	VBG	require
greater	JJR	great
coordination	NN	coordination
,	,	,
greater	JJR	great
coherence	NN	coherence
and	CC	and
improved	VBN	improve
links	NNS	link
between	IN	between
humanitarian	JJ	humanitarian
aid	NN	aid
and	CC	and
development	NN	development
policies	NNS	policy
;	:	;
it	PRP	it
will	MD	will
also	RB	also
require	VB	require
strengthening	VBG	strengthen
of	IN	of
the	DT	the
multilateral	JJ	multilateral
system	NN	system
and	CC	and
greater	JJR	great
attention	NN	attention
being	VBG	be
paid	VBN	pay
to	TO	to
indebtedness	NN	indebtedness
and	CC	and
to	TO	to
financing	NN	financing
and	CC	and
development	NN	development
problems	NNS	problem
.	.	.

At	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
however	RB	however
,	,	,
there	EX	there
will	MD	will
have	VB	have
to	TO	to
be	VB	be
some	DT	some
changes	NNS	change
in	IN	in
the	DT	the
framework	NN	framework
within	IN	within
which	WDT	which
those	DT	those
countries	NNS	country
now	RB	now
receiving	VBG	receive
aid	NN	aid
operate	VBP	operate
,	,	,
particularly	RB	particularly
the	DT	the
need	NN	need
to	TO	to
fight	VB	fight
corruption	NN	corruption
and	CC	and
to	TO	to
maintain	VB	maintain
democracy	NN	democracy
and	CC	and
good	JJ	good
governance	NN	governance
as	IN	as
fundamental	JJ	fundamental
principles	NNS	principle
in	IN	in
developing	VBG	develop
their	PRP$	<unknown>
political	JJ	political
systems	NNS	system
,	,	,
together	RB	together
with	IN	with
a	DT	a
need	NN	need
to	TO	to
focus	VB	focus
special	JJ	special
attention	NN	attention
on	IN	on
these	DT	these
countries	NNS	country
'	POS	'
own	JJ	own
policies	NNS	policy
for	IN	for
reducing	VBG	reduce
poverty	NN	poverty
.	.	.

<P>	VBZ	<unknown>
The	DT	the
second	JJ	second
aspect	NN	aspect
of	IN	of
this	DT	this
new	JJ	new
model	NN	model
for	IN	for
development	NN	development
policies	NNS	policy
relates	VBZ	relate
to	TO	to
the	DT	the
need	NN	need
for	IN	for
a	DT	a
more	RBR	more
integrated	JJ	integrated
approach	NN	approach
to	TO	to
development	NN	development
.	.	.

This	DT	this
means	VBZ	mean
not	RB	not
just	RB	just
an	DT	an
approach	NN	approach
limited	VBN	limit
to	TO	to
development	NN	development
aid	NN	aid
as	IN	as
the	DT	the
sole	JJ	sole
element	NN	element
of	IN	of
this	DT	this
policy	NN	policy
,	,	,
but	CC	but
a	DT	a
policy	NN	policy
that	WDT	that
also	RB	also
increasingly	RB	increasingly
takes	VBZ	take
account	NN	account
of	IN	of
the	DT	the
role	NN	role
of	IN	of
other	JJ	other
policies	NNS	policy
in	IN	in
the	DT	the
spheres	NNS	sphere
of	IN	of
finance	NN	finance
,	,	,
trade	NN	trade
and	CC	and
investment	NN	investment
.	.	.

Furthermore	RB	furthermore
,	,	,
this	DT	this
new	JJ	new
model	NN	model
must	MD	must
respect	VB	respect
the	DT	the
need	NN	need
for	IN	for
this	DT	this
integrated	VBN	integrate
vision	NN	vision
of	IN	of
development	NN	development
to	TO	to
be	VB	be
approached	VBN	approach
both	DT	both
from	IN	from
a	DT	a
global	JJ	global
policy	NN	policy
angle	NN	angle
and	CC	and
also	RB	also
in	IN	in
the	DT	the
light	NN	light
of	IN	of
the	DT	the
various	JJ	various
donor	NN	donor
countries	NNS	country
'	POS	'
own	JJ	own
policies	NNS	policy
.	.	.

<P>	VB	<unknown>
A	DT	a
third	JJ	third
aspect	NN	aspect
of	IN	of
this	DT	this
new	JJ	new
model	NN	model
that	IN	that
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
emphasise	VB	emphasise
is	VBZ	be
a	DT	a
policy	NN	policy
aimed	VBN	aim
at	IN	at
achieving	VBG	achieve
our	PRP$	our
objectives	NNS	objective
.	.	.

Since	IN	since
1995	CD	1995
,	,	,
following	VBG	follow
a	DT	a
concerted	JJ	concerted
international	JJ	international
effort	NN	effort
between	IN	between
the	DT	the
main	JJ	main
donor	NN	donor
states	NNS	state
,	,	,
involving	VBG	involve
in	IN	in
particular	JJ	particular
a	DT	a
reflection	NN	reflection
paper	NN	paper
produced	VBN	produce
by	IN	by
the	DT	the
OECD	NNP	OECD
'	''	'
s	NNP	s
Development	NNP	Development
Assistance	NNP	Assistance
Committee	NNP	Committee
,	,	,
it	PRP	it
has	VBZ	have
been	VBN	be
possible	JJ	possible
to	TO	to
establish	VB	establish
some	DT	some
important	JJ	important
objectives	NNS	objective
by	IN	by
way	NN	way
of	IN	of
guidelines	NNS	guideline
for	IN	for
development	NN	development
policies	NNS	policy
,	,	,
both	DT	both
at	IN	at
national	JJ	national
and	CC	and
international	JJ	international
level	NN	level
.	.	.

As	IN	as
you	PRP	you
will	MD	will
know	VB	know
,	,	,
the	DT	the
aim	NN	aim
of	IN	of
these	DT	these
objectives	NNS	objective
is	VBZ	be
to	TO	to
cut	VB	cut
poverty	NN	poverty
by	IN	by
50	CD	50
%	NN	%
by	IN	by
2015	CD	2015
,	,	,
by	IN	by
increasing	VBG	increase
compulsory	JJ	compulsory
schooling	NN	schooling
,	,	,
by	IN	by
significantly	RB	significantly
reducing	VBG	reduce
child	NN	child
mortality	NN	mortality
rates	NNS	rate
,	,	,
and	CC	and
by	IN	by
implementing	VBG	implement
a	DT	a
raft	NN	raft
of	IN	of
social	JJ	social
welfare	NN	welfare
measures	NNS	measure
with	IN	with
a	DT	a
view	NN	view
to	TO	to
effectively	RB	effectively
achieving	VBG	achieve
this	DT	this
objective	NN	objective
.	.	.

This	DT	this
would	MD	would
mean	VB	mean
moving	VBG	move
away	RB	away
from	IN	from
the	DT	the
situation	NN	situation
of	IN	of
extreme	JJ	extreme
poverty	NN	poverty
in	IN	in
which	WDT	which
more	JJR	more
than	IN	than
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
world	NN	world
'	''	'
s	POS	s
population	NN	population
lives	VBZ	live
,	,	,
and	CC	and
moving	VBG	move
away	RB	away
from	IN	from
the	DT	the
extremely	RB	extremely
poor	JJ	poor
living	NN	living
conditions	NNS	condition
suffered	VBN	suffer
by	IN	by
over	IN	over
a	DT	a
billion	CD	billion
people	NNS	people
.	.	.

This	DT	this
is	VBZ	be
an	DT	an
extraordinary	JJ	extraordinary
state	NN	state
of	IN	of
affairs	NNS	affair
,	,	,
which	WDT	which
certainly	RB	certainly
means	VBZ	mean
that	IN	that
if	IN	if
this	DT	this
objective	NN	objective
is	VBZ	be
to	TO	to
be	VB	be
achieved	VBN	achieve
the	DT	the
international	JJ	international
community	NN	community
as	IN	as
a	DT	a
whole	NN	whole
will	MD	will
have	VB	have
to	TO	to
participate	VB	participate
and	CC	and
intervene	VB	intervene
actively	RB	actively
.	.	.

<P>	NN	<unknown>
And	CC	and
that	DT	that
brings	VBZ	bring
me	PRP	me
to	TO	to
the	DT	the
fourth	JJ	fourth
aspect	NN	aspect
of	IN	of
this	DT	this
new	JJ	new
development	NN	development
model	NN	model
that	IN	that
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
emphasise	VB	emphasise
.	.	.

Particularly	RB	particularly
in	IN	in
recent	JJ	recent
years	NNS	year
,	,	,
development	NN	development
policies	NNS	policy
have	VBP	have
been	VBN	be
regarded	VBN	regard
as	IN	as
an	DT	an
increasingly	RB	increasingly
global	JJ	global
matter	NN	matter
,	,	,
and	CC	and
yet	RB	yet
there	EX	there
is	VBZ	be
apparently	RB	apparently
a	DT	a
lack	NN	lack
of	IN	of
strong	JJ	strong
international	JJ	international
leadership	NN	leadership
.	.	.

The	DT	the
concerted	JJ	concerted
actions	NNS	action
of	IN	of
the	DT	the
United	NNP	United
Nations	NNPS	Nations
institutions	NNS	institution
have	VBP	have
played	VBN	play
an	DT	an
important	JJ	important
role	NN	role
here	RB	here
,	,	,
as	IN	as
has	VBZ	have
the	DT	the
Bretton	NNP	Bretton
Woods	NNP	Woods
system	NN	system
.	.	.

I	PRP	i
have	VBP	have
in	IN	in
mind	NN	mind
,	,	,
in	IN	in
particular	JJ	particular
,	,	,
the	DT	the
important	JJ	important
impetus	NN	impetus
given	VBN	give
to	TO	to
this	DT	this
debate	NN	debate
by	IN	by
the	DT	the
World	NNP	World
Bank	NNP	Bank
,	,	,
especially	RB	especially
through	IN	through
its	PRP$	its
Comprehensive	NNP	Comprehensive
Framework	NNP	Framework
document	NN	document
,	,	,
and	CC	and
by	IN	by
the	DT	the
International	NNP	International
Monetary	NNP	Monetary
Fund	NNP	Fund
,	,	,
where	WRB	where
,	,	,
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
,	,	,
an	DT	an
institution	NN	institution
of	IN	of
this	DT	this
kind	NN	kind
has	VBZ	have
put	VBN	put
the	DT	the
problem	NN	problem
of	IN	of
reducing	VBG	reduce
poverty	NN	poverty
at	IN	at
the	DT	the
centre	NN	centre
of	IN	of
its	PRP$	its
policy	NN	policy
guidelines	NNS	guideline
and	CC	and
has	VBZ	have
forged	VBN	forge
a	DT	a
hitherto	JJ	hitherto
unimaginable	JJ	unimaginable
link	NN	link
,	,	,
for	IN	for
a	DT	a
body	NN	body
of	IN	of
this	DT	this
type	NN	type
,	,	,
between	IN	between
debt	NN	debt
relief	NN	relief
and	CC	and
poverty	NN	poverty
.	.	.

This	DT	this
new	JJ	new
role	NN	role
for	IN	for
international	JJ	international
organisations	NNS	organisation
on	IN	on
development	NN	development
issues	NNS	issue
is	VBZ	be
also	RB	also
a	DT	a
good	JJ	good
reason	NN	reason
for	IN	for
us	PRP	us
to	TO	to
consider	VB	consider
the	DT	the
role	NN	role
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
in	IN	in
this	DT	this
context	NN	context
.	.	.

<P>	NNP	<unknown>
The	DT	the
Portuguese	NNP	Portuguese
Presidency	NNP	Presidency
has	VBZ	have
highlighted	VBN	highlight
the	DT	the
need	NN	need
for	IN	for
the	DT	the
European	NNP	European
Union	NNP	Union
to	TO	to
combine	VB	combine
its	PRP$	its
highly	RB	highly
important	JJ	important
international	JJ	international
role	NN	role
as	IN	as
the	DT	the
main	JJ	main
donor	NN	donor
with	IN	with
a	DT	a
leading	VBG	lead
role	NN	role
-	:	-
and	CC	and
a	DT	a
more	RBR	more
active	JJ	active
one	CD	one
-	:	-
in	IN	in
this	DT	this
movement	NN	movement
to	TO	to
reform	VB	reform
international	JJ	international
development	NN	development
policies	NNS	policy
,	,	,
and	CC	and
to	TO	to
create	VB	create
greater	JJR	great
scope	NN	scope
for	IN	for
coordination	NN	coordination
,	,	,
in	IN	in
particular	JJ	particular
with	IN	with
the	DT	the
United	NNP	United
Nations	NNPS	Nations
system	NN	system
and	CC	and
the	DT	the
Bretton	NNP	Bretton
Woods	NNP	Woods
system	NN	system
.	.	.

<P>	RB	<unknown>
If	IN	if
we	PRP	we
are	VBP	be
to	TO	to
strengthen	VB	strengthen
the	DT	the
European	NNP	European
Union	NNP	Union
'	''	'
s	POS	s
